,Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
96790,36,Completed,0.22761,0.19,D,Debt Consolidation,NC,Administrative Assistant,Employed,"$25,000-49,999",2616.666667,1500,2010-11-23,54.98,2010
96791,36,non-remittance,0.33553,0.2958,E,Auto,GA,Medical Technician,Employed,"$25,000-49,999",2500.0,2000,2012-06-26,84.44,2012
96796,36,Completed,0.34621,0.3099,E,Debt Consolidation,NV,Accountant/CPA,Employed,"$25,000-49,999",2666.666667,6000,2011-05-26,257.97,2011
96798,36,Completed,0.1792,0.1574,C,Debt Consolidation,OH,Professional,Full-time,"$50,000-74,999",4833.333333,3700,2010-06-09,129.61,2010
96799,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,FL,Administrative Assistant,Employed,"$25,000-49,999",2152.583333,4000,2012-05-17,173.71,2012
96804,36,Completed,0.2951,0.2599,D,Business,TX,Skilled Labor,Employed,"$1-24,999",1000.0,7500,2011-03-22,302.14,2011
96811,36,Completed,0.28544,0.2469,D,Medical/Dental,FL,Professional,Employed,"$50,000-74,999",5416.666667,5000,2013-11-06,197.98,2013
96813,60,Completed,0.19364,0.1699,B,Debt Consolidation,CT,Attorney,Employed,"$100,000+",10000.0,9000,2013-07-22,223.62,2013
96817,36,Completed,0.35244,0.316,E,Home Improvement,AZ,Professional,Employed,"$75,000-99,999",6916.666667,5000,2011-10-27,216.66,2011
96819,36,Completed,0.35643,0.3199,E,Other,CA,Construction,Employed,"$100,000+",9166.666667,3500,2011-10-05,152.42,2011
96826,36,Completed,0.29588,0.2725,D,Home Improvement,IL,Engineer - Mechanical,Full-time,"$75,000-99,999",6250.0,6000,2010-06-24,245.76,2010
96827,36,Completed,0.25781,0.2199,D,Business,GA,Attorney,Employed,"$50,000-74,999",5058.333333,15000,2012-10-31,572.78,2012
96835,36,Completed,0.29588,0.2725,D,Business,IL,Other,Full-time,"$1-24,999",1403.333333,5500,2010-04-12,225.28,2010
96836,36,Completed,0.30644,0.271,D,Home Improvement,NC,Professional,Employed,"$50,000-74,999",6122.5,1800,2010-11-05,73.58,2010
96845,36,Completed,0.35643,0.3199,E,Debt Consolidation,TX,Other,Employed,"$75,000-99,999",6500.0,7500,2011-06-14,326.62,2011
96851,36,Completed,0.08829,0.0749,AA,Debt Consolidation,NY,Analyst,Employed,"$75,000-99,999",6666.666667,7500,2012-05-22,233.26,2012
96852,36,Completed,0.30029,0.261,C,Student Use,MD,Professional,Full-time,"$50,000-74,999",4620.75,1000,2009-12-30,40.34,2009
96853,36,Completed,0.31032,0.2712,E,Debt Consolidation,CA,Accountant/CPA,Employed,"$75,000-99,999",7000.0,4000,2013-04-05,163.56,2013
96854,36,Completed,0.22872,0.1949,C,Other,NY,Computer Programmer,Employed,"$75,000-99,999",6250.0,4366,2011-03-25,161.12,2011
96859,60,Completed,0.20436,0.1899,B,Debt Consolidation,UT,Professional,Employed,"$75,000-99,999",6500.0,12000,2011-06-29,311.22,2011
96863,12,Completed,0.07371,0.0643,AA,Debt Consolidation,MA,Computer Programmer,Full-time,"$100,000+",9533.333333,2500,2013-02-11,215.66,2013
96869,36,Completed,0.35356,0.3134,HR,Debt Consolidation,MN,Engineer - Mechanical,Employed,"$50,000-74,999",5145.833333,4000,2013-09-27,172.76,2013
96874,60,non-remittance,0.20436,0.1899,B,Other,FL,Computer Programmer,Employed,"$1-24,999",2000.0,10000,2011-08-31,259.35,2011
96878,36,Completed,0.37453,0.35,HR,Student Use,NE,Laborer,Part-time,"$1-24,999",600.0,4500,2009-12-15,203.56,2009
96881,36,Completed,0.35643,0.3199,HR,Debt Consolidation,NY,Clerical,Employed,"$25,000-49,999",2916.666667,4000,2011-11-22,174.2,2011
96885,60,non-remittance,0.31375,0.287,D,Home Improvement,CA,Professional,Employed,"$75,000-99,999",6250.0,15000,2012-07-03,473.39,2012
96890,36,non-remittance,0.22362,0.1899,C,Debt Consolidation,AL,Nurse (LPN),Employed,"$50,000-74,999",4333.333333,4000,2011-08-09,146.6,2011
96894,36,non-remittance,0.35797,0.3177,HR,Taxes,VA,Truck Driver,Self-employed,"$50,000-74,999",4583.333333,4000,2012-01-25,173.71,2012
96900,36,Completed,0.34621,0.3099,E,Auto,MI,Professional,Employed,"$25,000-49,999",4125.0,3000,2011-10-04,128.99,2011
96901,36,Completed,0.37453,0.35,D,Debt Consolidation,FL,Engineer - Electrical,Full-time,"$25,000-49,999",3166.666667,2000,2010-04-08,90.47,2010
96904,36,non-remittance,0.29588,0.2725,D,Business,NH,Truck Driver,Self-employed,"$100,000+",16666.666667,5000,2010-04-22,204.8,2010
96912,36,Completed,0.22812,0.1905,C,Auto,WI,Other,Retired,"$25,000-49,999",2185.0,1000,2010-08-09,36.68,2010
96914,36,Completed,0.12782,0.0999,A,Debt Consolidation,CA,Professional,Employed,"$100,000+",8789.416667,10000,2012-03-26,322.62,2012
96915,36,non-remittance,0.23383,0.1999,C,Auto,FL,Other,Employed,"$50,000-74,999",5416.666667,2000,2011-02-22,74.32,2011
96916,36,non-remittance,0.19546,0.1664,B,Debt Consolidation,OK,Construction,Employed,"$25,000-49,999",4000.0,5000,2011-11-30,177.37,2011
96923,36,non-remittance,0.22872,0.1949,C,Debt Consolidation,WI,Other,Employed,"$50,000-74,999",5400.0,4000,2011-03-15,147.62,2011
96925,60,Completed,0.28704,0.261,D,Business,TX,Professional,Full-time,"$100,000+",8333.333333,10000,2012-07-11,300.0,2012
96930,60,Completed,0.22847,0.2039,B,Debt Consolidation,GA,Other,Other,"$25,000-49,999",2839.25,19000,2012-09-18,507.52,2012
96931,60,non-remittance,0.31375,0.287,D,Other,MA,Other,Not employed,Not employed,0.0,7000,2012-04-05,220.92,2012
96940,36,Completed,0.24246,0.2049,C,Home Improvement,CA,Analyst,Employed,"$75,000-99,999",7083.333333,15000,2012-03-22,561.21,2012
96941,60,Completed,0.26877,0.2432,D,Debt Consolidation,WA,Professional,Employed,"$100,000+",10750.0,4000,2013-03-07,115.82,2013
96942,60,non-remittance,0.22693,0.2024,C,Household Expenses,CA,Clerical,Employed,"$50,000-74,999",5000.0,15000,2013-06-20,399.41,2013
96950,36,Completed,0.17359,0.1449,B,Debt Consolidation,GA,Military Enlisted,Employed,"$50,000-74,999",5962.0,3500,2012-04-09,120.46,2012
96952,12,Completed,0.25123,0.173,D,Engagement Ring,NY,Professional,Employed,"$75,000-99,999",7166.666667,4165,2013-01-10,380.46,2013
96954,60,Completed,0.21935,0.195,C,Debt Consolidation,TX,Tradesman - Mechanic,Employed,"$50,000-74,999",5416.666667,15000,2013-11-01,393.25,2013
96964,36,Completed,0.21223,0.19,E,Student Use,CA,Sales - Retail,Full-time,"$1-24,999",2000.0,2000,2010-01-27,73.31,2010
96967,36,non-remittance,0.35643,0.3199,HR,Other,FL,Realtor,Self-employed,"$50,000-74,999",6000.0,4000,2011-06-30,174.2,2011
96973,36,Completed,0.38723,0.35,HR,Home Improvement,IN,Other,Full-time,"$25,000-49,999",3166.666667,1900,2010-11-09,85.95,2010
96975,36,non-remittance,0.35797,0.3177,HR,Household Expenses,GA,Administrative Assistant,Employed,"$25,000-49,999",3125.0,4000,2012-09-10,173.71,2012
96984,36,Completed,0.12528,0.0974,A,Auto,AZ,Fireman,Employed,"$75,000-99,999",6708.333333,5500,2012-11-20,176.8,2012
96989,60,non-remittance,0.35838,0.3304,E,Debt Consolidation,VA,Professional,Employed,"$1-24,999",1516.666667,4000,2012-05-29,136.98,2012
96995,36,Completed,0.27467,0.2399,D,Debt Consolidation,IN,Other,Employed,"$25,000-49,999",3333.333333,3200,2011-08-29,125.53,2011
96999,36,Completed,0.17322,0.1515,B,Auto,CA,Other,Employed,"$50,000-74,999",4416.666667,2500,2010-09-15,0.0,2010
97007,12,Completed,0.23554,0.1576,C,Home Improvement,CA,Computer Programmer,Employed,"$100,000+",15000.0,2000,2012-06-26,181.23,2012
97008,60,Completed,0.30234,0.2759,D,Business,VA,Executive,Employed,"$100,000+",11666.666667,10500,2013-01-31,324.33,2013
97020,60,Completed,0.27246,0.2468,C,Other,MI,Executive,Employed,"$75,000-99,999",7666.666667,13000,2012-03-23,379.13,2012
97022,36,Completed,0.32576,0.2899,E,Other,OH,Other,Full-time,"$50,000-74,999",4583.333333,7500,2011-03-30,314.25,2011
97032,36,Completed,0.38723,0.35,HR,Home Improvement,UT,Computer Programmer,Employed,"$75,000-99,999",7666.666667,2250,2010-10-29,101.78,2010
97034,36,Completed,0.24536,0.2112,D,Debt Consolidation,MO,Teacher,Full-time,"$25,000-49,999",2533.75,3000,2010-08-31,113.21,2010
97035,36,Completed,0.08792,0.0845,AA,Business,NC,Accountant/CPA,Full-time,"$100,000+",8750.0,10000,2009-12-31,315.44,2009
97036,36,non-remittance,0.35132,0.3149,E,Debt Consolidation,IL,Tradesman - Electrician,Full-time,"$50,000-74,999",6000.0,7000,2011-10-27,302.9,2011
97040,36,Completed,0.19311,0.16,E,Debt Consolidation,WA,Sales - Retail,Full-time,"$50,000-74,999",5000.0,1750,2010-08-09,61.52,2010
97041,36,Completed,0.21122,0.189,C,Other,FL,Teacher,Full-time,"$25,000-49,999",3524.416667,2000,2010-08-05,73.21,2010
97053,36,Completed,0.29394,0.2552,D,Debt Consolidation,OR,Retail Management,Employed,"$1-24,999",1900.0,6500,2012-02-17,260.23,2012
97074,36,Completed,0.12309,0.102,A,Debt Consolidation,MS,Other,Full-time,"$25,000-49,999",3250.0,11000,2010-02-16,355.97,2010
97076,36,Completed,0.10846,0.105,AA,Business,GA,Other,Full-time,"$25,000-49,999",4000.0,12000,2009-11-30,390.03,2009
97079,36,non-remittance,0.34621,0.3099,E,Other,PA,Executive,Employed,"$75,000-99,999",7750.0,7500,2011-06-14,322.47,2011
97096,36,Completed,0.16157,0.14,B,Debt Consolidation,CO,Other,Part-time,"$50,000-74,999",4666.666667,4750,2010-01-29,162.34,2010
97120,36,non-remittance,0.202,0.1799,B,Debt Consolidation,OH,Professional,Employed,"$50,000-74,999",6166.666667,7000,2011-09-22,253.03,2011
97122,12,Completed,0.09986,0.0628,A,Boat,MI,Skilled Labor,Full-time,"$25,000-49,999",3361.083333,2500,2012-05-25,0.0,2012
97127,36,Completed,0.39153,0.35,E,Other,NJ,Administrative Assistant,Full-time,"$1-24,999",2033.333333,1000,2009-10-27,45.24,2009
97132,60,Completed,0.2816,0.2557,D,Debt Consolidation,FL,Medical Technician,Employed,"$75,000-99,999",6333.333333,11500,2012-10-16,341.39,2012
97133,36,Completed,0.17359,0.1449,B,Debt Consolidation,CA,Engineer - Electrical,Employed,"$100,000+",8500.0,15000,2012-01-18,516.24,2012
97137,36,Completed,0.32446,0.285,E,Debt Consolidation,OH,Laborer,Employed,"$50,000-74,999",5833.333333,4000,2013-12-16,166.54,2013
97141,36,Completed,0.35285,0.3127,HR,Debt Consolidation,UT,Other,Other,"$1-24,999",87.333333,2000,2011-12-27,86.3,2011
97144,60,Completed,0.27462,0.2489,C,Other,CA,Other,Employed,"$100,000+",10166.666667,10000,2012-07-02,292.87,2012
97152,36,non-remittance,0.35797,0.3177,HR,Other,LA,Administrative Assistant,Employed,"$25,000-49,999",2403.333333,3000,2012-06-20,130.28,2012
97157,36,Completed,0.35797,0.3177,HR,Household Expenses,FL,Nurse (RN),Employed,"$75,000-99,999",7333.333333,4000,2012-03-28,173.71,2012
97158,36,Completed,0.30532,0.2699,D,Debt Consolidation,GA,Professional,Employed,"$50,000-74,999",4166.666667,2100,2011-07-12,85.72,2011
97159,36,non-remittance,0.202,0.1799,B,Auto,MI,Skilled Labor,Employed,"$25,000-49,999",2666.666667,2500,2011-09-28,90.37,2011
97165,36,Completed,0.25988,0.237,C,Business,VA,Computer Programmer,Full-time,"$50,000-74,999",5363.75,10500,2010-04-29,410.29,2010
97168,36,Completed,0.35423,0.33,E,Business,ID,Executive,Self-employed,"$100,000+",10000.0,2000,2010-04-07,88.22,2010
97174,12,Completed,0.20784,0.1304,C,Debt Consolidation,MI,Other,Self-employed,"$75,000-99,999",7478.416667,7500,2012-05-08,670.02,2012
97177,36,non-remittance,0.37829,0.35,E,Debt Consolidation,GA,Police Officer/Correction Officer,Full-time,"$25,000-49,999",2125.0,1450,2009-09-22,65.59,2009
97178,36,Completed,0.35858,0.322,E,Other,NY,Other,Employed,"$25,000-49,999",2666.666667,2600,2011-01-07,104.17,2011
97180,36,non-remittance,0.29265,0.2575,D,Other,TN,Executive,Full-time,"$100,000+",10000.0,6000,2010-08-31,240.95,2010
97186,60,Completed,0.28324,0.2573,D,Medical/Dental,KY,Retail Management,Employed,"$25,000-49,999",3666.666667,13000,2012-07-30,387.15,2012
97188,36,Completed,0.33051,0.2909,E,Debt Consolidation,TX,Professional,Employed,"$50,000-74,999",5416.666667,4000,2012-10-05,167.82,2012
97192,60,Completed,0.22207,0.1999,C,Home Improvement,MA,Professional,Full-time,"$100,000+",10000.0,15000,2011-03-29,397.32,2011
97201,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,FL,Sales - Retail,Employed,"$1-24,999",1666.666667,2000,2012-10-12,86.85,2012
97202,60,non-remittance,0.35838,0.3304,E,Household Expenses,CA,Other,Employed,"$50,000-74,999",4333.333333,2500,2012-03-14,85.61,2012
97205,36,Completed,0.34621,0.3099,E,Debt Consolidation,NE,Professional,Full-time,"$75,000-99,999",7083.333333,7500,2011-05-26,322.47,2011
97210,60,non-remittance,0.19313,0.1694,B,Debt Consolidation,IL,Administrative Assistant,Employed,"$50,000-74,999",4416.666667,15000,2013-01-08,372.3,2013
97218,36,Completed,0.24246,0.2049,C,Debt Consolidation,CA,Professional,Employed,"$100,000+",8333.333333,5500,2012-04-05,205.78,2012
97219,36,Completed,0.38058,0.3435,E,Other,CA,Food Service,Part-time,"$1-24,999",1500.0,2000,2010-11-16,89.74,2010
97224,36,non-remittance,0.30532,0.2699,D,Debt Consolidation,TX,Accountant/CPA,Employed,"$25,000-49,999",3166.666667,6500,2011-08-08,265.33,2011
97229,36,Completed,0.32538,0.2859,E,Large Purchases,MO,Other,Employed,"$50,000-74,999",4930.0,4000,2013-05-02,166.73,2013
97231,60,Completed,0.14657,0.1329,A,Home Improvement,NH,Other,Full-time,"$75,000-99,999",6500.0,11000,2011-07-13,251.92,2011
97236,36,Completed,0.22362,0.1899,C,Debt Consolidation,NV,Professional,Full-time,"$50,000-74,999",5000.0,5000,2011-08-10,183.25,2011
97237,36,Completed,0.1322,0.111,A,Home Improvement,TX,Engineer - Mechanical,Full-time,"$25,000-49,999",3333.333333,21000,2011-11-03,688.51,2011
97240,36,Completed,0.08591,0.0825,AA,Debt Consolidation,NY,Accountant/CPA,Full-time,"$50,000-74,999",5416.666667,7500,2010-09-02,235.89,2010
97241,36,non-remittance,0.32333,0.2839,E,Home Improvement,IL,Computer Programmer,Employed,"$100,000+",13333.333333,4000,2012-07-27,166.3,2012
97243,36,Completed,0.25259,0.2148,C,Taxes,IL,Other,Employed,"$25,000-49,999",2666.666667,4000,2012-04-19,151.69,2012
97245,36,Completed,0.25278,0.23,D,Debt Consolidation,GA,Administrative Assistant,Full-time,"$1-24,999",1600.0,2500,2010-06-17,96.77,2010
97249,36,non-remittance,0.35643,0.3199,E,Debt Consolidation,NY,Retail Management,Employed,"$25,000-49,999",4000.0,2500,2011-06-01,108.87,2011
97250,36,Completed,0.11296,0.092,A,Debt Consolidation,MA,Professional,Full-time,"$50,000-74,999",5416.666667,4500,2010-03-11,141.58,2010
97251,36,Completed,0.07138,0.068,AA,Other,GA,Accountant/CPA,Full-time,"$100,000+",10916.666667,3000,2010-09-28,92.36,2010
97254,36,Completed,0.33636,0.3124,D,Home Improvement,IN,Professional,Full-time,"$25,000-49,999",2561.0,5000,2010-02-09,215.67,2010
97255,36,Completed,0.33393,0.31,E,Home Improvement,SD,Clerical,Part-time,"$25,000-49,999",2500.0,3500,2010-04-02,150.5,2010
97263,36,Completed,0.17359,0.1449,B,Debt Consolidation,TX,Social Worker,Employed,"$25,000-49,999",3166.666667,4000,2012-03-16,137.66,2012
97265,36,non-remittance,0.34887,0.3125,HR,Debt Consolidation,GA,Professional,Employed,"$25,000-49,999",3750.0,4000,2011-07-14,172.56,2011
97271,36,Completed,0.2951,0.2599,D,Other,PA,Sales - Commission,Employed,"$25,000-49,999",3716.666667,3000,2011-04-28,120.86,2011
97280,36,Completed,0.21096,0.18,C,Debt Consolidation,TX,Other,Full-time,"$25,000-49,999",2592.333333,1200,2010-05-18,43.38,2010
97289,60,Completed,0.34408,0.3165,E,Other,GA,Truck Driver,Employed,"$25,000-49,999",3166.666667,4000,2012-11-08,133.5,2012
97309,36,Completed,0.2878,0.2492,D,Home Improvement,RI,Computer Programmer,Employed,"$50,000-74,999",5416.666667,2000,2013-06-14,79.44,2013
97326,36,Completed,0.28851,0.2499,D,Debt Consolidation,GA,Professional,Employed,"$25,000-49,999",3833.333333,10500,2012-07-25,417.42,2012
97328,36,non-remittance,0.28574,0.2625,D,Home Improvement,VA,Sales - Commission,Self-employed,"$100,000+",19416.666667,4000,2010-03-10,161.7,2010
97330,60,Completed,0.23318,0.2085,D,Debt Consolidation,KY,Other,Employed,"$50,000-74,999",4166.666667,13000,2013-11-26,350.6,2013
97338,36,Completed,0.08325,0.0699,AA,Debt Consolidation,KY,Computer Programmer,Employed,"$100,000+",10000.0,12000,2013-09-05,370.47,2013
97340,36,Completed,0.37453,0.35,HR,Debt Consolidation,NH,Engineer - Mechanical,Full-time,"$50,000-74,999",4333.333333,3000,2010-07-07,135.71,2010
97341,36,Completed,0.29537,0.2566,D,Debt Consolidation,OH,Other,Employed,"$25,000-49,999",4000.0,3300,2012-11-29,132.36,2012
97342,36,Completed,0.14471,0.1089,A,Student Use,UT,Other,Not employed,Not employed,0.0,1000,2009-10-30,32.69,2009
97348,36,Completed,0.2706,0.2324,D,Home Improvement,NV,Food Service Management,Employed,"$25,000-49,999",3541.666667,5000,2012-08-29,194.17,2012
97362,36,Completed,0.30532,0.2699,D,Home Improvement,FL,Professional,Employed,"$25,000-49,999",4040.0,5000,2011-08-03,204.1,2011
97366,12,non-remittance,0.17688,0.1,B,Debt Consolidation,MS,Other,Other,"$1-24,999",1250.0,2000,2012-01-18,175.83,2012
97368,36,Completed,0.3659,0.3415,E,Home Improvement,VA,Civil Service,Full-time,"$50,000-74,999",5916.666667,3500,2010-04-13,156.65,2010
97377,36,Completed,0.28498,0.25,D,Debt Consolidation,CA,Computer Programmer,Employed,"$100,000+",9166.666667,6000,2010-12-03,238.56,2010
97382,36,Completed,0.3509,0.3108,E,Other,MD,Military Enlisted,Employed,"$50,000-74,999",6000.0,3500,2011-11-29,150.66,2011
97390,60,non-remittance,0.29464,0.2684,D,Debt Consolidation,WA,Other,Employed,"$100,000+",12500.0,15000,2012-09-24,456.6,2012
97392,36,non-remittance,0.27285,0.2346,D,Debt Consolidation,MD,Other,Employed,"$50,000-74,999",4311.666667,2000,2013-07-02,77.9,2013
97395,36,Completed,0.11651,0.0955,A,Debt Consolidation,LA,Teacher,Full-time,"$50,000-74,999",5666.666667,10000,2011-02-14,320.56,2011
97405,36,Completed,0.2951,0.2599,D,Other,VA,Laborer,Employed,"$25,000-49,999",3054.666667,5000,2011-03-10,201.43,2011
97406,36,Completed,0.09333,0.0799,AA,Debt Consolidation,WI,Food Service Management,Employed,"$75,000-99,999",7166.666667,8000,2013-03-08,250.65,2013
97414,36,Completed,0.07439,0.071,AA,Home Improvement,KY,Other,Full-time,"$1-24,999",1638.0,1500,2010-04-28,46.38,2010
97428,36,Completed,0.12528,0.0974,A,Medical/Dental,IN,Other,Retired,"$50,000-74,999",4250.0,5000,2013-02-11,160.73,2013
97432,60,Completed,0.31344,0.2867,D,Business,TX,Other,Employed,"$50,000-74,999",4166.666667,4500,2012-08-28,141.94,2012
97434,36,Completed,0.35643,0.3199,E,Home Improvement,NJ,Laborer,Employed,"$25,000-49,999",2750.0,3500,2011-09-12,152.42,2011
97438,36,Completed,0.08882,0.0854,AA,Other,TX,Teacher,Employed,"$50,000-74,999",5333.333333,10000,2011-12-13,315.86,2011
97441,36,non-remittance,0.28726,0.264,D,Other,CT,Retail Management,Full-time,"$50,000-74,999",5000.0,2500,2009-12-15,101.26,2009
97445,36,Completed,0.37453,0.35,E,Auto,VA,Administrative Assistant,Full-time,"$50,000-74,999",4716.333333,2000,2010-04-22,90.47,2010
97456,36,Completed,0.28574,0.2625,D,Other,CA,Other,Full-time,"$75,000-99,999",6250.0,3500,2010-04-21,137.35,2010
97458,36,Completed,0.2951,0.2599,D,Other,OK,Fireman,Employed,"$100,000+",8500.0,2000,2011-03-02,80.57,2011
97472,36,Completed,0.28675,0.2635,D,Other,IL,Other,Full-time,"$25,000-49,999",3500.0,2000,2009-10-20,80.95,2009
97474,36,Completed,0.26456,0.23,D,Other,IL,Postal Service,Employed,"$50,000-74,999",4521.416667,2000,2010-08-19,77.42,2010
97476,36,Completed,0.24246,0.2049,C,Debt Consolidation,CA,Sales - Commission,Employed,"$100,000+",27083.333333,10647,2012-02-15,398.34,2012
97480,60,non-remittance,0.16151,0.1385,A,Debt Consolidation,MA,Professional,Employed,"$50,000-74,999",5000.0,15000,2012-05-11,347.86,2012
97481,36,non-remittance,0.22872,0.1949,C,Auto,MD,Professional,Full-time,"$50,000-74,999",5166.666667,3500,2011-05-03,129.16,2011
97485,36,Completed,0.07439,0.071,AA,Debt Consolidation,CA,Analyst,Full-time,"$50,000-74,999",5250.0,4000,2010-04-09,123.69,2010
97489,36,non-remittance,0.35797,0.3177,HR,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",2916.666667,4000,2012-01-30,173.71,2012
97491,36,Completed,0.31053,0.275,D,Other,FL,Analyst,Employed,"$50,000-74,999",4958.333333,4000,2010-10-13,164.38,2010
97494,36,Completed,0.35797,0.3177,HR,Medical/Dental,CA,Retail Management,Employed,"$25,000-49,999",3000.0,4000,2012-10-30,173.71,2012
97495,36,Completed,0.22872,0.1949,C,Auto,FL,Other,Employed,"$75,000-99,999",7166.666667,3000,2011-04-26,110.71,2011
97498,60,Completed,0.12716,0.1049,A,Debt Consolidation,CA,Administrative Assistant,Employed,"$75,000-99,999",6833.333333,10000,2013-07-30,214.89,2013
97500,36,non-remittance,0.27467,0.2399,D,Debt Consolidation,CA,Sales - Retail,Employed,"$100,000+",16379.0,15000,2011-05-27,588.41,2011
