Term,LoanStatus,BorrowerAPR,BorrowerRate,ProsperRating,ListingCategory,BorrowerState,Occupation,EmploymentStatus,IncomeRange,StatedMonthlyIncome,LoanOriginalAmount,LoanOriginationDate,MonthlyLoanPayment,LoanOriginationYear
36,Completed,0.23149,0.209,C,Debt Consolidation,AZ,Fireman,Full-time,"$100,000+",8333.333333,8500,2010-05-25,319.8,2010
36,Completed,0.35797,0.3177,HR,Debt Consolidation,HI,Other,Not employed,Not employed,0.0,4000,2012-04-18,173.71,2012
36,Completed,0.15833,0.1299,A,Debt Consolidation,FL,Realtor,Employed,"$75,000-99,999",7125.0,6000,2013-10-16,202.13,2013
36,Completed,0.15375,0.1254,A,Business,PA,Professional,Employed,"$50,000-74,999",4166.666667,7000,2011-12-06,234.31,2011
36,Completed,0.31308,0.2775,D,Other,OH,Other,Retired,"$1-24,999",1625.0,2000,2010-11-30,82.46,2010
36,Completed,0.2837,0.2452,D,Debt Consolidation,UT,Nurse (RN),Employed,"$50,000-74,999",5166.666667,12600,2012-02-21,497.78,2012
36,Completed,0.33286,0.2932,E,Debt Consolidation,NC,Food Service Management,Employed,"$75,000-99,999",8083.333333,3500,2013-07-29,147.28,2013
36,Completed,0.17359,0.1449,B,Debt Consolidation,TX,Professional,Employed,"$100,000+",10833.333333,13500,2012-04-19,464.62,2012
36,Completed,0.18183,0.16,C,Home Improvement,IN,Other,Full-time,"$25,000-49,999",2750.0,2500,2009-11-05,67.71,2009
36,non-remittance,0.18725,0.1509,B,Debt Consolidation,IL,Professional,Employed,"$75,000-99,999",6416.666667,10000,2013-03-07,347.09,2013
36,Completed,0.20462,0.1679,B,Other,MI,Analyst,Employed,"$75,000-99,999",7083.333333,2000,2012-11-02,71.1,2012
36,non-remittance,0.35858,0.322,E,Debt Consolidation,SC,Skilled Labor,Employed,"$25,000-49,999",3000.0,5000,2010-12-30,218.33,2010
36,Completed,0.2951,0.2599,D,Other,PA,Laborer,Employed,"$25,000-49,999",3416.666667,4000,2011-04-06,161.14,2011
36,Completed,0.08577,0.0724,AA,Debt Consolidation,MI,Police Officer/Correction Officer,Employed,"$100,000+",8333.333333,15000,2012-10-30,464.8,2012
36,Completed,0.30532,0.2699,D,Debt Consolidation,TN,Other,Employed,"$100,000+",10833.333333,5000,2011-08-05,204.1,2011
36,Completed,0.35797,0.3177,HR,Debt Consolidation,OK,Other,Other,"$1-24,999",791.666667,4000,2012-06-19,173.71,2012
36,Completed,0.35797,0.3177,HR,Medical/Dental,WA,Other,Self-employed,"$50,000-74,999",4166.666667,2400,2012-11-29,104.22,2012
36,Completed,0.22362,0.1899,C,Home Improvement,NY,Architect,Full-time,"$25,000-49,999",3666.666667,4000,2011-08-31,146.6,2011
60,non-remittance,0.25041,0.2253,C,Debt Consolidation,PA,Sales - Retail,Employed,"$1-24,999",149.0,15000,2012-09-10,418.82,2012
60,Completed,0.25625,0.231,D,Debt Consolidation,HI,Clerical,Employed,"$25,000-49,999",3333.333333,5000,2013-10-28,141.24,2013
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,VA,Sales - Retail,Employed,"$1-24,999",2009.25,3500,2011-04-29,152.42,2011
36,Completed,0.35285,0.3127,HR,Debt Consolidation,TX,Professional,Self-employed,"$25,000-49,999",3333.333333,4000,2011-12-30,172.6,2011
36,Completed,0.202,0.1799,B,Debt Consolidation,TX,Other,Employed,"$50,000-74,999",4416.666667,10000,2011-10-14,361.47,2011
36,Completed,0.25424,0.2199,D,Business,FL,Accountant/CPA,Employed,"$100,000+",9333.333333,3500,2011-03-18,133.65,2011
36,Completed,0.30532,0.2699,D,Business,OH,Sales - Retail,Employed,"$75,000-99,999",6666.666667,7000,2011-02-10,285.74,2011
60,Completed,0.25451,0.2293,C,Debt Consolidation,PA,Other,Full-time,"$25,000-49,999",3008.333333,10000,2012-03-06,281.5,2012
12,Completed,0.24532,0.1672,D,Debt Consolidation,NY,Professional,Employed,"$100,000+",11666.666667,9000,2012-05-29,819.65,2012
36,Completed,0.26681,0.2287,D,Large Purchases,NY,Analyst,Employed,"$100,000+",8541.666667,2000,2012-07-13,77.28,2012
36,Completed,0.26854,0.23,C,Debt Consolidation,MA,Clerical,Full-time,"$25,000-49,999",2513.333333,1000,2010-05-03,38.71,2010
36,Completed,0.35797,0.3177,HR,Auto,FL,Analyst,Employed,"$25,000-49,999",3416.666667,4000,2012-02-28,173.71,2012
36,Completed,0.1716,0.1499,B,Debt Consolidation,MN,Military Officer,Employed,"$100,000+",9333.333333,10868,2011-05-26,376.67,2011
36,Completed,0.24822,0.2255,C,Debt Consolidation,MN,Other,Full-time,"$25,000-49,999",2916.666667,6100,2010-05-18,234.7,2010
36,Completed,0.21223,0.19,HR,Debt Consolidation,NY,Other,Not employed,Not employed,0.0,2500,2009-09-16,91.64,2009
36,Completed,0.06337,0.06,AA,Debt Consolidation,GA,Teacher,Self-employed,"$25,000-49,999",2083.333333,1200,2009-11-10,36.51,2009
36,Completed,0.13423,0.113,A,Other,NE,Nurse (RN),Full-time,"$75,000-99,999",6750.0,2500,2010-04-02,82.2,2010
60,Completed,0.16487,0.1465,A,Debt Consolidation,MO,Other,Employed,"$1-24,999",1750.0,8000,2011-12-23,188.85,2011
12,Completed,0.06589,0.0565,AA,Home Improvement,CA,Professional,Employed,"$100,000+",9333.333333,2000,2012-01-31,171.81,2012
12,Completed,0.35843,0.2669,E,Other,GA,Executive,Employed,"$50,000-74,999",5223.666667,7500,2011-03-29,719.0,2011
36,Completed,0.17069,0.149,B,Debt Consolidation,CA,Professional,Employed,"$75,000-99,999",7750.0,7500,2010-12-30,259.62,2010
36,non-remittance,0.35797,0.3177,HR,Business,FL,Other,Employed,"$25,000-49,999",3543.833333,4000,2012-09-04,173.71,2012
36,Completed,0.33665,0.2969,E,Debt Consolidation,WI,Construction,Employed,"$25,000-49,999",3916.666667,3500,2012-09-17,147.99,2012
36,non-remittance,0.17359,0.1449,B,Debt Consolidation,MO,Other,Employed,"$50,000-74,999",4666.666667,5500,2012-01-25,189.29,2012
36,Completed,0.28574,0.2625,D,Other,IL,Nurse (RN),Full-time,"$50,000-74,999",5791.666667,4000,2010-04-29,161.7,2010
36,Completed,0.24758,0.2099,C,Home Improvement,FL,Other,Employed,"$25,000-49,999",3666.666667,5000,2012-08-20,188.35,2012
36,non-remittance,0.27773,0.2429,D,Other,TX,Retail Management,Full-time,"$25,000-49,999",3416.666667,5000,2011-05-16,196.93,2011
12,Completed,0.29,0.1908,D,Debt Consolidation,TN,Tradesman - Electrician,Employed,"$25,000-49,999",3750.0,4000,2012-01-09,368.78,2012
60,Completed,0.25718,0.2319,C,Debt Consolidation,IN,Executive,Employed,"$75,000-99,999",7916.666667,20000,2013-06-04,565.99,2013
36,Completed,0.28498,0.25,D,Other,CA,Clerical,Employed,"$25,000-49,999",3000.0,2000,2010-11-02,0.0,2010
60,Completed,0.16487,0.1465,A,Other,CA,Administrative Assistant,Employed,"$75,000-99,999",7000.0,10000,2011-11-29,236.07,2011
60,Completed,0.1263,0.1129,A,Home Improvement,MO,Executive,Employed,"$100,000+",9812.166667,17301,2011-05-23,378.67,2011
36,non-remittance,0.29486,0.2561,D,Debt Consolidation,NJ,Nurse (LPN),Employed,"$25,000-49,999",3833.333333,9500,2011-12-08,380.79,2011
36,Completed,0.30899,0.2699,E,Debt Consolidation,FL,Professional,Employed,"$100,000+",12500.0,4000,2013-10-04,163.28,2013
60,Completed,0.22283,0.1984,C,Debt Consolidation,NY,Other,Other,"$100,000+",10000.0,25000,2013-05-10,660.12,2013
36,Completed,0.17018,0.1485,B,Other,TX,Computer Programmer,Full-time,"$50,000-74,999",5333.333333,10000,2010-04-26,345.92,2010
36,Completed,0.26292,0.24,C,Business,NV,Laborer,Full-time,"$25,000-49,999",2500.0,2000,2010-05-20,78.47,2010
36,Completed,0.28574,0.2625,D,Home Improvement,PA,Engineer - Mechanical,Full-time,"$100,000+",12833.333333,3000,2010-06-04,121.27,2010
36,Completed,0.28974,0.2511,D,Taxes,AR,Computer Programmer,Full-time,"$50,000-74,999",4666.0,7000,2012-01-11,278.73,2012
36,non-remittance,0.35797,0.3177,HR,Other,MD,Postal Service,Employed,"$50,000-74,999",4416.666667,4000,2012-03-16,173.71,2012
36,Completed,0.31053,0.275,D,Debt Consolidation,OH,Executive,Full-time,"$100,000+",8750.0,8500,2010-08-19,349.3,2010
36,Completed,0.17359,0.1449,B,Debt Consolidation,AL,Other,Employed,"$50,000-74,999",4750.0,2500,2012-03-05,86.04,2012
36,non-remittance,0.34887,0.3125,HR,Other,CT,Other,Retired,"$25,000-49,999",3166.0,4000,2011-07-22,172.56,2011
36,Completed,0.34302,0.3095,HR,Business,MN,Other,Self-employed,"$50,000-74,999",4166.666667,1200,2010-07-12,51.57,2010
36,Completed,0.14857,0.1203,A,Medical/Dental,TX,Medical Technician,Employed,"$50,000-74,999",4333.333333,5000,2013-08-09,166.14,2013
36,Completed,0.24587,0.2019,D,Other,FL,Executive,Full-time,"$75,000-99,999",6708.333333,1300,2010-10-12,0.0,2010
60,Completed,0.13084,0.1085,AA,Home Improvement,MI,Engineer - Mechanical,Employed,"$100,000+",8916.666667,25000,2012-05-17,541.69,2012
36,Completed,0.35285,0.3127,HR,Household Expenses,VA,Computer Programmer,Employed,"$75,000-99,999",8000.0,3000,2012-01-06,129.45,2012
36,Completed,0.29588,0.2725,D,Debt Consolidation,WV,Professional,Full-time,"$25,000-49,999",3916.666667,7000,2010-05-12,286.72,2010
36,Completed,0.11296,0.092,A,Debt Consolidation,OH,Analyst,Full-time,"$50,000-74,999",5000.0,4500,2010-04-29,143.52,2010
12,Completed,0.18829,0.1299,B,Home Improvement,VA,Architect,Employed,"$100,000+",10000.0,3500,2011-02-24,312.59,2011
36,Completed,0.13301,0.105,A,Debt Consolidation,MA,Construction,Employed,"$100,000+",15416.666667,6001,2013-11-18,195.05,2013
36,Completed,0.21025,0.1734,C,Debt Consolidation,CA,Teacher,Employed,"$50,000-74,999",5708.333333,10000,2012-11-07,358.22,2012
36,Completed,0.26681,0.2287,D,Debt Consolidation,CA,Professional,Employed,"$25,000-49,999",3750.0,3450,2012-03-26,133.31,2012
36,Completed,0.22338,0.201,C,Debt Consolidation,GA,Other,Full-time,"$25,000-49,999",3250.0,6000,2009-10-26,223.29,2009
36,Completed,0.30532,0.2699,D,Other,NC,Skilled Labor,Employed,"$50,000-74,999",4565.583333,2500,2011-08-30,102.05,2011
36,non-remittance,0.26681,0.2287,D,Debt Consolidation,NC,Other,Other,"$25,000-49,999",3484.0,10000,2012-04-16,386.42,2012
60,non-remittance,0.35838,0.3304,E,Home Improvement,CA,Other,Part-time,"$1-24,999",900.0,4000,2012-09-17,136.98,2012
36,Completed,0.19236,0.1559,B,Debt Consolidation,NJ,Skilled Labor,Employed,"$50,000-74,999",4333.333333,12000,2013-07-29,419.46,2013
36,Completed,0.28498,0.25,D,Other,CA,Other,Employed,"$25,000-49,999",3083.333333,2000,2010-12-21,79.52,2010
36,Completed,0.35858,0.322,E,Other,IN,Professional,Employed,"$75,000-99,999",6666.666667,3000,2011-01-06,131.0,2011
36,Completed,0.12528,0.0974,A,Other,NV,Teacher,Employed,"$25,000-49,999",3083.333333,10000,2013-01-03,321.45,2013
60,Completed,0.35838,0.3304,E,Debt Consolidation,CA,Fireman,Employed,"$50,000-74,999",5000.0,4000,2012-03-21,136.98,2012
36,Completed,0.18173,0.1599,B,Debt Consolidation,WI,Professional,Employed,"$50,000-74,999",5373.333333,4500,2011-06-01,158.18,2011
36,non-remittance,0.35643,0.3199,E,Debt Consolidation,CA,Police Officer/Correction Officer,Employed,"$75,000-99,999",7416.666667,5000,2011-05-19,217.74,2011
36,Completed,0.32576,0.2899,E,Debt Consolidation,TN,Computer Programmer,Employed,"$75,000-99,999",6493.5,7500,2011-05-24,314.25,2011
60,non-remittance,0.31375,0.287,D,Debt Consolidation,GA,Other,Employed,"$75,000-99,999",7000.0,15000,2012-06-04,473.39,2012
36,Completed,0.19645,0.1599,B,Debt Consolidation,CA,Other,Employed,"$25,000-49,999",2833.333333,10800,2012-10-10,379.64,2012
36,non-remittance,0.35643,0.3199,HR,Debt Consolidation,FL,Professional,Self-employed,"$100,000+",13322.0,4000,2011-10-28,174.2,2011
36,Completed,0.21372,0.1768,B,Debt Consolidation,OH,Professional,Employed,"$50,000-74,999",5416.666667,10000,2012-05-11,359.92,2012
36,Completed,0.17069,0.149,B,Debt Consolidation,TX,Administrative Assistant,Employed,"$25,000-49,999",4000.0,15000,2011-01-24,519.25,2011
36,Completed,0.21476,0.19,HR,Other,MI,Professional,Full-time,"$25,000-49,999",4083.333333,1500,2010-05-18,54.98,2010
36,Completed,0.17359,0.1449,B,Other,MI,Truck Driver,Employed,"$25,000-49,999",3153.666667,3327,2012-01-18,114.5,2012
36,Completed,0.22742,0.1902,C,Business,TX,Sales - Commission,Employed,"$50,000-74,999",5000.0,5000,2012-05-17,183.33,2012
36,Completed,0.20321,0.1699,C,Debt Consolidation,CA,Computer Programmer,Full-time,"$75,000-99,999",6666.666667,7500,2011-03-07,267.36,2011
36,Completed,0.24822,0.2255,C,Auto,FL,Tradesman - Electrician,Full-time,"$25,000-49,999",2600.0,5000,2010-06-23,192.38,2010
36,Completed,0.26047,0.2225,D,Other,KY,,Other,"$25,000-49,999",2500.0,4000,2013-10-31,153.28,2013
36,Completed,0.09643,0.093,AA,Debt Consolidation,NY,Skilled Labor,Full-time,"$25,000-49,999",3427.333333,10000,2010-02-26,319.4,2010
36,Completed,0.34621,0.3099,E,Debt Consolidation,NJ,Civil Service,Employed,"$50,000-74,999",4500.0,5500,2011-09-27,236.48,2011
36,non-remittance,0.34577,0.3058,E,Business,FL,Other,Self-employed,"$50,000-74,999",4200.0,2000,2012-01-09,85.54,2012
36,Completed,0.35643,0.3199,E,Other,NC,Professor,Employed,"$50,000-74,999",4583.333333,7500,2011-06-22,326.62,2011
36,Completed,0.32436,0.2849,E,Debt Consolidation,OR,Other,Employed,"$100,000+",8750.0,4000,2013-09-18,166.52,2013
36,non-remittance,0.35643,0.3199,HR,Home Improvement,AL,Construction,Employed,"$50,000-74,999",5000.0,4000,2011-06-14,174.2,2011
60,Completed,0.20358,0.1845,B,Wedding Loans,CA,Executive,Employed,"$100,000+",12500.0,15000,2012-03-16,384.58,2012
12,Completed,0.18278,0.1058,B,Auto,IL,Other,Full-time,"$50,000-74,999",4166.666667,2000,2011-12-28,176.37,2011
36,Completed,0.2239,0.199,C,Other,MT,Administrative Assistant,Full-time,"$25,000-49,999",2500.0,1500,2010-05-12,55.67,2010
36,Completed,0.14358,0.1154,A,Debt Consolidation,NC,Police Officer/Correction Officer,Employed,"$25,000-49,999",2666.666667,4500,2011-12-20,148.48,2011
36,Completed,0.1717,0.15,B,Debt Consolidation,NY,Professional,Full-time,"$100,000+",10416.666667,8000,2009-12-31,277.32,2009
36,Completed,0.11094,0.09,A,Debt Consolidation,MA,Administrative Assistant,Full-time,"$25,000-49,999",2666.666667,2000,2010-03-11,63.6,2010
60,non-remittance,0.2699,0.2443,C,Home Improvement,OH,Computer Programmer,Employed,"$75,000-99,999",6541.666667,9500,2012-01-27,275.67,2012
60,non-remittance,0.22693,0.2024,B,Other,NY,Laborer,Employed,"$25,000-49,999",2916.666667,4000,2012-10-26,106.51,2012
36,non-remittance,0.11332,0.09,A,Debt Consolidation,IN,Computer Programmer,Full-time,"$75,000-99,999",6266.666667,1500,2009-08-14,47.7,2009
60,Completed,0.21576,0.1915,C,Debt Consolidation,VA,Other,Employed,"$25,000-49,999",3976.25,13000,2013-11-13,338.3,2013
60,non-remittance,0.16491,0.151,A,Business,WA,Laborer,Employed,"$50,000-74,999",4666.666667,10000,2011-10-31,238.42,2011
36,Completed,0.13119,0.11,A,Business,OK,Professional,Self-employed,"$1-24,999",1666.666667,2000,2009-12-30,5.1,2009
12,Completed,0.18192,0.1246,B,Medical/Dental,SC,Other,Employed,"$50,000-74,999",5300.0,2000,2012-08-10,178.13,2012
36,Completed,0.22466,0.1875,C,Debt Consolidation,TX,Professional,Employed,"$50,000-74,999",6158.333333,15000,2013-12-09,547.95,2013
36,Completed,0.22338,0.201,C,Debt Consolidation,OH,Laborer,Full-time,"$75,000-99,999",7416.666667,3500,2009-10-14,130.25,2009
60,Completed,0.35838,0.3304,E,Large Purchases,AZ,Other,Employed,"$25,000-49,999",3333.333333,2000,2012-03-02,68.49,2012
36,non-remittance,0.35643,0.3199,E,Other,MO,Sales - Retail,Employed,"$1-24,999",2000.0,4500,2011-07-21,195.97,2011
60,non-remittance,0.20705,0.183,B,Debt Consolidation,VA,Executive,Employed,"$75,000-99,999",7833.333333,10000,2012-05-14,255.57,2012
36,non-remittance,0.37453,0.35,HR,Other,TN,Military Enlisted,Full-time,"$25,000-49,999",3333.333333,4000,2010-07-16,180.94,2010
36,non-remittance,0.22742,0.1902,C,Debt Consolidation,SD,Accountant/CPA,Employed,"$75,000-99,999",6291.666667,15000,2012-04-25,549.99,2012
36,Completed,0.18316,0.1469,B,Auto,MD,Military Enlisted,Employed,"$50,000-74,999",5000.0,2500,2012-05-02,86.28,2012
36,Completed,0.35858,0.322,E,Other,VA,Professional,Employed,"$50,000-74,999",5833.333333,5000,2010-12-14,218.33,2010
36,Completed,0.13524,0.114,A,Student Use,TX,Other,Full-time,"$100,000+",20000.0,7500,2009-10-22,246.96,2009
60,Completed,0.1658,0.1427,A,Home Improvement,NJ,Executive,Employed,"$100,000+",10833.333333,10000,2012-10-10,234.08,2012
36,non-remittance,0.30532,0.2699,D,Home Improvement,FL,Other,Other,"$1-24,999",1416.666667,5000,2011-08-24,204.1,2011
36,Completed,0.32459,0.3008,D,Home Improvement,MO,Teacher,Full-time,"$25,000-49,999",3343.75,3000,2009-09-21,127.49,2009
36,Completed,0.1322,0.111,A,Debt Consolidation,TX,Other,Employed,"$100,000+",14833.333333,15000,2011-11-02,491.79,2011
36,Completed,0.25371,0.2159,C,Medical/Dental,MI,Other,Employed,"$50,000-74,999",4166.666667,4000,2013-09-13,151.91,2013
36,Completed,0.08792,0.0845,AA,Student Use,CA,Other,Full-time,"$100,000+",10416.666667,10000,2009-12-30,315.44,2009
36,non-remittance,0.31053,0.275,D,Home Improvement,AL,Other,Retired,"$25,000-49,999",2166.666667,2000,2010-10-01,82.19,2010
36,non-remittance,0.35132,0.3149,E,Business,CA,Retail Management,Employed,"$25,000-49,999",2500.0,7000,2011-11-25,302.9,2011
60,Completed,0.24252,0.2199,C,Debt Consolidation,CA,Accountant/CPA,Full-time,"$50,000-74,999",4166.666667,10000,2011-07-27,276.13,2011
36,Completed,0.12461,0.1035,A,Business,SC,Analyst,Full-time,"$25,000-49,999",3333.333333,3000,2009-10-27,97.3,2009
36,Completed,0.09534,0.0819,AA,Home Improvement,OH,Skilled Labor,Employed,"$25,000-49,999",3750.0,10000,2013-10-30,314.24,2013
36,non-remittance,0.35858,0.322,E,Other,RI,Other,Employed,"$25,000-49,999",2166.666667,5000,2011-01-25,218.33,2011
36,non-remittance,0.37453,0.35,HR,Other,SD,Other,Full-time,"$25,000-49,999",3333.333333,5000,2010-06-02,226.18,2010
36,Completed,0.20321,0.1699,C,Debt Consolidation,MO,Other,Employed,"$25,000-49,999",2500.0,7500,2011-04-26,267.36,2011
36,Completed,0.28488,0.2499,D,Debt Consolidation,CA,Other,Self-employed,"$25,000-49,999",3500.0,7500,2011-02-14,298.16,2011
36,non-remittance,0.33393,0.31,HR,Debt Consolidation,FL,Professional,Full-time,"$75,000-99,999",7083.333333,7500,2010-01-26,322.51,2010
36,Completed,0.26528,0.2272,D,Auto,MD,Civil Service,Employed,"$50,000-74,999",4750.0,4000,2013-07-02,154.26,2013
36,Completed,0.35797,0.3177,HR,Home Improvement,CA,Analyst,Employed,"$50,000-74,999",5616.0,4000,2012-06-26,173.71,2012
36,non-remittance,0.34577,0.3058,E,Debt Consolidation,NE,Teacher,Employed,"$25,000-49,999",3583.333333,7500,2011-12-28,320.77,2011
36,Completed,0.22456,0.1874,C,Debt Consolidation,NC,Truck Driver,Employed,"$75,000-99,999",6750.0,7500,2012-04-16,273.94,2012
36,Completed,0.25424,0.2199,D,Other,IN,Social Worker,Full-time,"$1-24,999",1505.25,2000,2011-05-02,76.37,2011
36,Completed,0.29394,0.2552,D,Home Improvement,GA,Clerical,Employed,"$1-24,999",1666.666667,4000,2012-01-23,160.14,2012
12,Completed,0.25214,0.1739,D,Debt Consolidation,OH,Food Service,Employed,"$25,000-49,999",2916.666667,4000,2012-09-14,365.56,2012
36,Completed,0.29107,0.2524,D,Auto,NC,Analyst,Employed,"$50,000-74,999",4833.333333,5000,2012-10-04,199.43,2012
36,Completed,0.35643,0.3199,HR,Debt Consolidation,MS,Medical Technician,Employed,"$25,000-49,999",3272.5,4000,2011-09-23,174.2,2011
12,Completed,0.29167,0.2127,E,Business,MN,Construction,Self-employed,"$50,000-74,999",6000.0,4000,2013-01-23,372.97,2013
36,Completed,0.35132,0.3149,E,Home Improvement,WA,Other,Other,"$50,000-74,999",4365.416667,5500,2011-11-02,237.99,2011
36,Completed,0.37453,0.35,HR,Auto,NM,Other,Full-time,"$25,000-49,999",3333.333333,3250,2010-05-24,147.02,2010
36,non-remittance,0.25391,0.22,C,Other,NH,Other,Self-employed,"$1-24,999",833.333333,1125,2009-12-10,42.96,2009
60,Completed,0.20358,0.1845,B,Wedding Loans,CA,Truck Driver,Employed,"$50,000-74,999",5000.0,8000,2012-03-30,205.11,2012
36,Completed,0.30131,0.2624,E,Other,GA,Computer Programmer,Employed,"$75,000-99,999",7916.666667,4000,2013-12-30,161.67,2013
36,non-remittance,0.2951,0.2599,D,Other,NC,Other,Other,"$25,000-49,999",2176.0,7500,2011-11-25,302.14,2011
36,Completed,0.1236,0.1025,A,Other,KY,Accountant/CPA,Full-time,"$50,000-74,999",5166.666667,3000,2009-12-17,97.15,2009
12,Completed,0.20857,0.1499,B,Home Improvement,MI,Scientist,Employed,"$25,000-49,999",3333.333333,2770,2011-10-26,250.0,2011
12,Completed,0.17969,0.1224,B,Debt Consolidation,NJ,Other,Employed,"$75,000-99,999",8000.0,4200,2012-05-31,373.64,2012
36,Completed,0.29588,0.2725,D,Debt Consolidation,CA,Sales - Commission,Full-time,"$25,000-49,999",3333.333333,6000,2010-07-22,245.76,2010
36,Completed,0.22872,0.1949,C,Business,FL,Administrative Assistant,Employed,"$25,000-49,999",3900.0,11053,2011-05-09,407.9,2011
36,Completed,0.29394,0.2552,D,Other,FL,Food Service,Employed,"$25,000-49,999",2500.0,2500,2012-01-12,100.09,2012
36,Completed,0.31053,0.275,D,Debt Consolidation,VA,Computer Programmer,Employed,"$25,000-49,999",3241.333333,7000,2010-11-17,287.66,2010
60,Completed,0.14768,0.134,A,Debt Consolidation,CA,Computer Programmer,Employed,"$100,000+",8750.0,10000,2011-05-03,229.58,2011
